UG_COD,UG_COD_DESC,UF,REGIAO,FONTE_REGIONALIZACAO
440114,440114 - FUNDO AMAZONIA-SERVICO FLORESTAL BRASILEIRO,DF,Centro-Oeste,LLM
443001,443001 - AGENCIA NACIONAL DE AGUAS - GEEFI/SAF/ANA,DF,Centro-Oeste,LLM
443002,443002 - GESTAO RECURSOS HIDRICOS,BA,Nordeste,LLM
443003,443003 - GERENCIA DE ORCAMENTO E FINANCAS/SAF/ANA,DF,Centro-Oeste,LLM
443019,443019 - COORD. DE PLAN. ORCAMENTO E FIN./COPLAN/JBRJ,RJ,Sudeste,LLM
443020,443020 - INST. DE PESQUISAS JARDIM BOTANICO DO RJ/JBRJ,RJ,Sudeste,LLM
443024,443024 - FUNDO NACIONAL DO MEIO AMBIENTE,DF,Centro-Oeste,LLM
443032,443032 - INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,AC,Norte,LLM
443033,443033 - INSTITUTO CHICO MENDES - SEDE,DF,Centro-Oeste,LLM
443034,443034 - INST.CHICO MENDES DE CONS. DA BIO. - CABEDELO,PB,Nordeste,LLM
443035,443035 - INST.CHICO MENDES DE CONS. DA BIO.- ATIBAIA,SP,Sudeste,LLM
443036,443036 - INST.CHICO MENDES DE CONS. DA BIO.TERESOPOLIS,RJ,Sudeste,LLM
443038,443038 - INST.CHICO MENDES DE CONS. DA BIO. - GOIANIA,GO,Centro-Oeste,LLM
443041,443041 - INST.CHICO MENDES DE CONSER DA BIO - CEPENE,AC,Norte,LLM
443043,443043 - INST.CHICO MENDES DE CONS. DA BIO.- AREMBEPE,BA,Nordeste,LLM
443045,443045 - SET. DE PROG.ORCAMENTARIA E FINANCEIRA-FNMA,DF,Centro-Oeste,LLM
443048,443048 - INST.CHICO MENDES DE CONSER. BIO - FOZ IGUAÇU,PR,Sul,LLM
443053,443053 - INST.CHICO MENDES DE CONSER.DA BIO. CEPNOR,PA,Norte,LLM
443054,443054 - INST.CHICO MENDES DE CONS. DA BIO. - MANAUS,AM,Norte,LLM
443055,443055 - INST.CHICO MENDES DE CONS. BIO RIO DE JANEIRO,RJ,Sudeste,LLM
443070,443070 - BANCO DO BRASIL/DFDS/MMA,DF,Centro-Oeste,LLM
447001,447001 - SETORIAL DO FUNDO NACIONAL DE MUD CLIMA,DF,Centro-Oeste,LLM
447002,447002 - FUNDO NACIONAL SOBRE MUDANCAS DO CLIMA,DF,Centro-Oeste,LLM
447156,447156 - ICMBIO - GEF-CERRADO,DF,Centro-Oeste,LLM
447157,447157 - ICMBIO - KFW CONTA ESPECIAL,DF,Centro-Oeste,LLM
490002,"490002 - SUBSEC. DE PLANEJ., ORCAMENTO E ADMINISTRACAO",BA,Nordeste,LLM
490003,490003 - CREDITO FUNDIARIO,BA,Nordeste,LLM
490008,490008 - SECRETARIA DE AGRICULTURA FAMILIAR,BA,Nordeste,LLM
490009,490009 - SECRETARIA DE REORDENAMENTO AGRARIO,BA,Nordeste,LLM
490010,490010 - SECRETARIA DE DESENVOLVIMENTO TERRITORIAL,BA,Nordeste,LLM
490011,490011 - MIN. DESENV. AGRARIO-ADMINISTRACAO DIRETA,DF,Centro-Oeste,LLM
490012,490012 - MIN. DO DESENVOLVIMENTO AGRARIO - CEF - SAF,DF,Centro-Oeste,LLM
490016,490016 - DIRETORIA DE POL. PARA MULHERES RUR. E QUILOM,BA,Nordeste,LLM
490020,490020 - PROG.CAD.DE TERRAS E REG. FUNDIARIA NO BRASIL,DF,Centro-Oeste,LLM
490021,490021 - PROJETO MANEJO SUSTENT. DE TERRAS DO SERTAO,BA,Nordeste,LLM
490049,490049 - MINISTERIO DO DESENV. AGRARIO - AEGRE - CEF,DF,Centro-Oeste,LLM
490050,490050 - MINISTERIO DO DESENV. AGRÁRIO - SRA - CEF,DF,Centro-Oeste,LLM
490058,490058 - SECRETARIA DESENV.TERRIT. - TV CUSTEIO - BB,BA,Nordeste,LLM
490059,490059 - SECRETARIA AGRIC.FAMILIAR - TV CUSTEIO - BB,BA,Nordeste,LLM
490060,490060 - SECRETARIA REORD. AGRARIO - TV CUSTEIO - BB,BA,Nordeste,LLM
490061,490061 - DIR.POLIT.P/MULHERES RURAIS - TV CUSTEIO - BB,BA,Nordeste,LLM
490062,490062 - DIR.POLIT.P/MULHERES RURAIS - TO CUSTEIO - BB,TO,Norte,LLM
495001,495001 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495110,495110 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495130,495130 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495250,495250 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495260,495260 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495300,495300 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495350,495350 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495370,495370 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495400,495400 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495500,495500 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495550,495550 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495600,495600 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495650,495650 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
495710,495710 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,MG,Sudeste,LLM
510001,"510001 - COORD.GERAL DE ORÇAMENTO, FINANÇAS E CONTAB.",DF,Centro-Oeste,LLM
510002,510002 - INSS/DC SETORIAL ORCAMENTARIA,DF,Centro-Oeste,LLM
510004,510004 - APS BRASILIA-TAGUATINGA,DF,Centro-Oeste,LLM
510005,510005 - GERÊNCIA EXECUTIVA DISTRITO FEDERAL,DF,Centro-Oeste,LLM
510007,510007 - APS BRASÍLIA-ASA SUL,DF,Centro-Oeste,LLM
510008,510008 - UNID.TEC.DE REAB.PROFISSIONAL DISTRITO FEDERA,DF,Centro-Oeste,LLM
510015,510015 - APS BRASILIA - GAMA,DF,Centro-Oeste,LLM
510021,510021 - APS OURO FINO,MG,Sudeste,LLM
510030,510030 - GERÊNCIA EXECUTIVA TERESINA,PI,Norte/Nordeste,LLM
510057,510057 - APS ARACAJU-SIQUEIRA CAMPOS,SE,Nordeste,LLM
510062,510062 - APS SERRO,MG,Sudeste,LLM
510080,510080 - GERÊNCIA EXECUTIVA ARACAJU,SE,Nordeste,LLM
510120,510120 - GERÊNCIA EXECUTIVA BELÉM,PA,Norte,LLM
510135,510135 - GERÊNCIA EXECUTIVA MACAPÁ,AP,Norte,LLM
510170,510170 - GERÊNCIA EXECUTIVA FLORIANÓPOLIS,SC,Sul,LLM
510178,510178 - SUPERINTENDÊNCIA REGIONAL SUDESTE I,SP,Sudeste,LLM
510179,510179 - APS FLORIANÓPOLIS-CONTINENTE,SC,Sul,LLM
510180,510180 - SUPERINTENDÊNCIA REGIONAL SUDESTE II,SP,Sudeste,LLM
510181,510181 - SUPERINTENDÊNCIA REGIONAL SUL,PR,Sul,LLM
510188,510188 - GERÊNCIA EXECUTIVA CRICIÚMA,SC,Sul,LLM
510190,510190 - GERÊNCIA EXECUTIVA BLUMENAU,SC,Sul,LLM
510191,510191 - APS BRUSQUE,SC,Sul,LLM
510193,510193 - GERÊNCIA EXECUTIVA JOINVILLE,SC,Sul,LLM
510196,510196 - APS LAGES,SC,Sul,LLM
510198,510198 - APS SÃO BENTO DO SUL,SC,Sul,LLM
510199,510199 - APS RIO DO SUL,SC,Sul,LLM
510201,510201 - APS CANOINHAS,SC,Sul,LLM
510204,510204 - APS LAGUNA,SC,Sul,LLM
510205,510205 - APS LAURO MULLER,SC,Sul,LLM
510209,510209 - GERÊNCIA EXECUTIVA CHAPECÓ,SC,Sul,LLM
510213,510213 - APS SÃO JOAQUIM,MT,Centro-Oeste,LLM
510216,510216 - APS ORLEANS,SC,Sul,LLM
510217,510217 - APS BRAÇO DO NORTE,SC,Sul,LLM
510224,510224 - APS IBIRAMA,SC,Sul,LLM
510237,510237 - APS JEQUITINHONHA,MG,Sudeste,LLM
510239,510239 - APS SANTA RITA DO SAPUCAÍ,MG,Sudeste,LLM
510279,510279 - APS ANDRADAS,MG,Sudeste,LLM
510280,510280 - GERÊNCIA EXECUTIVA CAMPO GRANDE,MS,Centro-Oeste,LLM
510297,510297 - GERÊNCIA EXECUTIVA DOURADOS,MS,Centro-Oeste,LLM
510298,510298 - APS TRÊS LAGOAS,MS,Centro-Oeste,LLM
510303,510303 - APS JARDIM,MT,Centro-Oeste,LLM
510306,510306 - APS PONTA PORÃ,MS,Centro-Oeste,LLM
510319,510319 - APS ITAMBACURI,MG,Sudeste,LLM
510328,510328 - APS ITAMARANDIBA,MG,Sudeste,LLM
510350,510350 - GERÊNCIA EXECUTIVA VITÓRIA,ES,Sudeste,LLM
510356,510356 - UNID.TEC.DE REAB.PROFISSIONAL VITÓRIA,ES,Sudeste,LLM
510366,510366 - APS COLATINA,ES,Sudeste,LLM
510367,510367 - APS ALEGRE,ES,Sudeste,LLM
510372,510372 - APS NOVA VENÉCIA,ES,Sudeste,LLM
510378,510378 - APS CONFRESA,MT,Centro-Oeste,LLM
510383,510383 - APS ITABELA,BA,Nordeste,LLM
510405,510405 - GERÊNCIA EXECUTIVA GOIÂNIA,GO,Centro-Oeste,LLM
510411,510411 - UNID.TEC.DE REAB.PROFISSIONAL GOIÂNIA,GO,Centro-Oeste,LLM
510421,510421 - GERÊNCIA EXECUTIVA ANÁPOLIS,GO,Centro-Oeste,LLM
510423,510423 - APS RIO VERDE,GO,Centro-Oeste,LLM
510424,510424 - APS ITUMBIARA,GO,Centro-Oeste,LLM
510427,510427 - APS JATAÍ,GO,Centro-Oeste,LLM
510446,510446 - APS CARLOS CHAGAS,MG,Sudeste,LLM
510466,510466 - APS MEDEIROS NETO,BA,Nordeste,LLM
510467,510467 - APS ITANHÉM,BA,Nordeste,LLM
510475,510475 - APS BELMONTE,MT,Centro-Oeste,LLM
510480,510480 - GERÊNCIA EXECUTIVA RIO BRANCO,AC,Norte,LLM
510510,510510 - GERÊNCIA EXECUTIVA JOÃO PESSOA,PB,Nordeste,LLM
510517,510517 - UNID.TEC.DE REAB.PROFISSIONAL JOÃO PESSOA,PB,Nordeste,LLM
510525,510525 - GERÊNCIA EXECUTIVA CAMPINA GRANDE,PB,Nordeste,LLM
510547,510547 - GERÊNCIA EXECUTIVA SANTARÉM,PA,Norte,LLM
510580,510580 - GERÊNCIA EXECUTIVA MANAUS,AM,Norte,LLM
510597,510597 - APS ITACOATIARA,AM,Norte,LLM
510599,510599 - GERÊNCIA EXECUTIVA BOA VISTA,RR,Norte,LLM
510630,510630 - GERÊNCIA EXECUTIVA PALMAS,TO,Norte,LLM
510670,510670 - GERÊNCIA EXECUTIVA CURITIBA,PR,Sul,LLM
510677,510677 - SUPERINTENDÊNCIA REGIONAL NORDESTE,BA,Nordeste,LLM
510678,510678 - SUPERINTENDÊNCIA REGIONAL NORTE/CENTRO-OESTE,DF,Centro-Oeste,LLM
510685,510685 - GERÊNCIA EXECUTIVA PONTA GROSSA,PR,SUL,LLM
510686,510686 - GERÊNCIA EXECUTIVA LONDRINA,PR,Sul,LLM
510687,510687 - APS TELÊMACO BORBA,PR,Sul,LLM
510688,510688 - APS JAGUARIAÍVA,PR,SUL,LLM
510689,510689 - APS GUARAPUAVA,PR,SUL,LLM
510690,510690 - APS APUCARANA,PR,Sul,LLM
510692,510692 - APS JACAREZINHO,PR,SUL,LLM
510693,510693 - APS PARANAGUÁ,PR,Sul,LLM
510694,510694 - APS UNIÃO DA VITÓRIA,PR,Sul,LLM
510695,510695 - GERÊNCIA EXECUTIVA MARINGÁ,PR,SUL,LLM
510697,510697 - APS CORNÉLIO PROCÓPIO,PR,SUL,LLM
510699,510699 - GERÊNCIA EXECUTIVA CASCAVEL,PR,SUL,LLM
510700,510700 - APS PATO BRANCO,PR,Sul,LLM
510702,510702 - APS FOZ DO IGUAÇU,PR,Sul,LLM
510712,510712 - APS ARAPONGAS,PR,Sul,LLM
510760,510760 - GERÊNCIA EXECUTIVA NATAL,RN,Nordeste,LLM
510767,510767 - UNID.TEC.DE REAB.PROFISSIONAL NATAL,RN,Nordeste,LLM
510776,510776 - GERÊNCIA EXECUTIVA MOSSORÓ,RN,Nordeste,LLM
510815,510815 - GERÊNCIA EXECUTIVA FORTALEZA,CE,Nordeste,LLM
510830,510830 - GERÊNCIA EXECUTIVA JUAZEIRO DO NORTE,CE,Nordeste,LLM
510831,510831 - GERÊNCIA EXECUTIVA SOBRAL,CE,Nordeste,LLM
510832,510832 - APS IGUATU,CE,Nordeste,LLM
510838,510838 - APS CAMPOS SALES,CE,Nordeste,LLM
510842,510842 - APS SENADOR POMPEU,CE,Nordeste,LLM
510843,510843 - APS CAMOCIM,CE,Nordeste,LLM
510890,510890 - GERÊNCIA EXECUTIVA PORTO ALEGRE,RS,Sul,LLM
510905,510905 - APS BAGÉ,RS,Sul,LLM
510907,510907 - GERÊNCIA EXECUTIVA CAXIAS DO SUL,RS,SUL,LLM
510909,510909 - GERÊNCIA EXECUTIVA NOVO HAMBURGO,RS,Sul,LLM
510910,510910 - GERÊNCIA EXECUTIVA PELOTAS,RS,Sul,LLM
510911,510911 - APS RIO GRANDE,RS,Sul,LLM
510912,510912 - APS SANTA CRUZ DO SUL,RS,Sul,LLM
510913,510913 - GERÊNCIA EXECUTIVA SANTA MARIA,RS,Sul,LLM
510915,510915 - APS BENTO GONÇALVES,RS,Sul,LLM
510916,510916 - APS CACHOEIRA DO SUL,RS,Sul,LLM
510917,510917 - GERÊNCIA EXECUTIVA IJUÍ,RS,Sul,LLM
510918,510918 - GERÊNCIA EXECUTIVA PASSO FUNDO,RS,Sul,LLM
510919,510919 - APS VACARIA,RS,Sul,LLM
510921,510921 - GERÊNCIA EXECUTIVA CANOAS,RS,Sul,LLM
510923,510923 - GERÊNCIA EXECUTIVA URUGUAIANA,RS,Sul,LLM
510941,510941 - APS CAMAQUÃ,RS,Sul,LLM
511080,511080 - GERÊNCIA EXECUTIVA CUIABÁ,MT,Centro-Oeste,LLM
511087,511087 - UNID.TEC.DE REAB.PROFISSIONAL CUIABÁ,MT,Centro-Oeste,LLM
511095,511095 - APS RONDONÓPOLIS,MT,Centro-Oeste,LLM
511096,511096 - APS BARRA DO GARÇAS,MT,Centro-Oeste,LLM
511099,511099 - APS TANGARÁ DA SERRA,MT,Centro-Oeste,LLM
511135,511135 - GERÊNCIA EXECUTIVA MACEIÓ,AL,Nordeste,LLM
511152,511152 - APS PENEDO,AL,Nordeste,LLM
511155,511155 - APS PALMEIRA DOS INDIOS,AL,Nordeste,LLM
511180,511180 - GERÊNCIA EXECUTIVA RECIFE,PE,Nordeste,LLM
511195,511195 - GERÊNCIA EXECUTIVA PETROLINA,PE,Nordeste,LLM
511197,511197 - APS SERRA TALHADA,PE,Nordeste,LLM
511199,511199 - GERÊNCIA EXECUTIVA CARUARU,PE,Nordeste,LLM
511206,511206 - GERÊNCIA EXECUTIVA GARANHUNS,PE,Nordeste,LLM
511212,511212 - APS SALGUEIRO,PE,Nordeste,LLM
511270,511270 - GERÊNCIA EXECUTIVA SÃO LUÍS,MA,Norte,LLM
511286,511286 - GERÊNCIA EXECUTIVA IMPERATRIZ,MA,NORTE,LLM
511325,511325 - GERÊNCIA EXECUTIVA SÃO PAULO-CENTRO,SP,Sudeste,LLM
511328,511328 - GERÊNCIA EXECUTIVA SÃO PAULO-NORTE,SP,Sudeste,LLM
511331,511331 - UNID.TEC.DE REAB.PROFISSIONAL BAURU,SP,Sudeste,LLM
511339,511339 - GERÊNCIA EXECUTIVA SÃO PAULO-SUL,SP,Sudeste,LLM
511341,511341 - GERÊNCIA EXECUTIVA SÃO PAULO-LESTE,SP,Sudeste,LLM
511350,511350 - GERÊNCIA EXECUTIVA ARAÇATUBA,SP,Sudeste,LLM
511352,511352 - GERÊNCIA EXECUTIVA ARARAQUARA,SP,Sudeste,LLM
511354,511354 - APS AVARÉ,SP,Sudeste,LLM
511359,511359 - GERÊNCIA EXECUTIVA CAMPINAS,SP,Sudeste,LLM
511364,511364 - GERÊNCIA EXECUTIVA GUARULHOS,SP,Sudeste,LLM
511367,511367 - GERÊNCIA EXECUTIVA BAURU,SP,Sudeste,LLM
511393,511393 - GERÊNCIA EXECUTIVA TAUBATÉ,SP,Sudeste,LLM
511397,511397 - GERÊNCIA EXECUTIVA OSASCO,SP,Sudeste,LLM
511401,511401 - GERÊNCIA EXECUTIVA PIRACICABA,SP,Sudeste,LLM
511413,511413 - GERÊNCIA EXECUTIVA SOROCABA,SP,Sudeste,LLM
511416,511416 - APS REGISTRO,SP,Sudeste,LLM
511417,511417 - GERÊNCIA EXECUTIVA PRESIDENTE PRUDENTE,SP,Sudeste,LLM
511423,511423 - GERÊNCIA EXECUTIVA SÃO JOSÉ DOS CAMPOS,SP,Sudeste,LLM
511424,511424 - GERÊNCIA EXECUTIVA SÃO JOSÉ DO RIO PRETO,SP,Sudeste,LLM
511425,511425 - GERÊNCIA EXECUTIVA JUNDIAÍ,SP,Sudeste,LLM
511426,511426 - APS JAÚ,SP,Sudeste,LLM
511431,511431 - APS MOGI DAS CRUZES,SP,Sudeste,LLM
511436,511436 - GERÊNCIA EXECUTIVA MARÍLIA,SP,Sudeste,LLM
511441,511441 - GERENCIA EXECUTIVA RIBEIRÃO PRETO,SP,Sudeste,LLM
511442,511442 - GERÊNCIA EXECUTIVA SANTO ANDRÉ,SP,Sudeste,LLM
511443,511443 - GERÊNCIA EXECUTIVA SÃO JOÃO DA BOA VISTA,SP,Sudeste,LLM
511444,511444 - APS SÃO CARLOS,SP,Sudeste,LLM
511446,511446 - GERÊNCIA EXECUTIVA SANTOS,SP,Sudeste,LLM
511449,511449 - GERÊNCIA EXECUTIVA SÃO BERNARDO DO CAMPO,SP,Sudeste,LLM
511640,511640 - GERÊNCIA EXECUTIVA SALVADOR,BA,Nordeste,LLM
511656,511656 - GERÊNCIA EXECUTIVA SANTO ANTÔNIO DE JESUS,BA,Nordeste,LLM
511661,511661 - APS AMÉLIA RODRIGUES,BA,Nordeste,LLM
511669,511669 - GERÊNCIA EXECUTIVA BARREIRAS,BA,Nordeste,LLM
511673,511673 - GERÊNCIA EXECUTIVA VITÓRIA DA CONQUISTA,BA,Nordeste,LLM
511674,511674 - GERÊNCIA EXECUTIVA ITABUNA,BA,Nordeste,LLM
511679,511679 - GERÊNCIA EXECUTIVA JUAZEIRO,BA,Nordeste,LLM
511682,511682 - GERÊNCIA EXECUTIVA FEIRA DE SANTANA,BA,Nordeste,LLM
511683,511683 - APS ILHÉUS,BA,Nordeste,LLM
511690,511690 - APS EUNÁPOLIS,BA,Nordeste,LLM
511694,511694 - APS CONCEIÇÃO DO COITÉ,BA,Nordeste,LLM
511699,511699 - APS TEIXEIRA DE FREITAS,BA,Nordeste,LLM
511770,511770 - GERÊNCIA EXECUTIVA BELO HORIZONTE,MG,Sudeste,LLM
511783,511783 - APS MACHADO,MG,Sudeste,LLM
511790,511790 - APS CARANGOLA,MG,Sudeste,LLM
511791,511791 - APS CAXAMBU,MG,Sudeste,LLM
511792,511792 - GERÊNCIA EXECUTIVA DIAMANTINA,MG,Sudeste,LLM
511794,511794 - APS SÃO LOURENÇO,MG,Sudeste,LLM
511796,511796 - APS UBÁ,MG,Sudeste,LLM
511797,511797 - APS POUSO ALEGRE,MG,Sudeste,LLM
511799,511799 - APS ALFENAS,MG,Sudeste,LLM
511801,511801 - APS CARATINGA,MG,Sudeste,LLM
511802,511802 - APS CORINTO,MG,Sudeste,LLM
511803,511803 - APS DORES DO INDAIÁ,MG,Sudeste,LLM
511804,511804 - APS GUAXUPÉ,MG,Sudeste,LLM
511806,511806 - APS MANHUAÇU,MG,Sudeste,LLM
511807,511807 - APS MURIAÉ,MG,Sudeste,LLM
511808,511808 - APS NANUQUE,MG,Sudeste,LLM
511809,511809 - APS OLIVEIRA,MG,Sudeste,LLM
511810,511810 - APS PATOS DE MINAS,MG,Sudeste,LLM
511812,511812 - APS TRÊS CORAÇÕES,MG,Sudeste,LLM
511813,511813 - APS PATROCÍNIO,MG,Sudeste,LLM
511814,511814 - APS IPATINGA,MG,Sudeste,LLM
511815,511815 - APS VIÇOSA,MG,Sudeste,LLM
511817,511817 - APS CAETÉ-TANCREDO NEVES,PA,Norte,LLM
511822,511822 - APS VESPASIANO,MG,Sudeste,LLM
511823,511823 - APS ALMENARA,MG,Sudeste,LLM
511826,511826 - APS JOÃO MONLEVADE,MG,Sudeste,LLM
511827,511827 - GERÊNCIA EXECUTIVA JUIZ DE FORA,MG,Sudeste,LLM
511828,511828 - GERÊNCIA EXECUTIVA UBERABA,MG,Sudeste,LLM
511829,511829 - GERÊNCIA EXECUTIVA BARBACENA,MG,Sudeste,LLM
511830,511830 - APS CATAGUASES,MG,Sudeste,LLM
511831,511831 - APS CURVELO,MG,Sudeste,LLM
511832,511832 - GERÊNCIA EXECUTIVA DIVINÓPOLIS,MG,Sudeste,LLM
511833,511833 - APS ITABIRITO,MG,Sudeste,LLM
511834,511834 - APS ITAJUBÁ,MG,Sudeste,LLM
511836,511836 - APS SÃO JOÃO DEL REI,MG,Sudeste,LLM
511838,511838 - APS LAVRAS,MG,Sudeste,LLM
511839,511839 - APS SABARÁ,MG,Sudeste,LLM
511840,511840 - GERÊNCIA EXECUTIVA UBERLÂNDIA,MG,Sudeste,LLM
511841,511841 - APS TIMÓTEO,MG,Sudeste,LLM
511842,511842 - GERÊNCIA EXECUTIVA GOVERNADOR VALADARES,MG,Sudeste,LLM
511843,511843 - GERÊNCIA EXECUTIVA MONTES CLAROS,MG,Sudeste,LLM
511844,511844 - APS SETE LAGOAS,MG,Sudeste,LLM
511845,511845 - GERÊNCIA EXECUTIVA CONTAGEM,MG,Sudeste,LLM
511846,511846 - APS CONSELHEIRO LAFAIETE,MG,Sudeste,LLM
511847,511847 - APS BARÃO DE COCAIS,MG,Sudeste,LLM
511848,511848 - APS LEOPOLDINA,MG,Sudeste,LLM
511849,511849 - APS PONTE NOVA,MG,Sudeste,LLM
511850,511850 - APS PARÁ DE MINAS,MG,Sudeste,LLM
511851,511851 - GERÊNCIA EXECUTIVA OURO PRETO,MG,Sudeste,LLM
511852,511852 - GERÊNCIA EXECUTIVA VARGINHA,MG,Sudeste,LLM
511853,511853 - GERÊNCIA EXECUTIVA POÇOS DE CALDAS,MG,Sudeste,LLM
511855,511855 - APS PEDRO LEOPOLDO,MG,Sudeste,LLM
511856,511856 - APS VISCONDE DO RIO BRANCO,AC,Norte,LLM
511857,511857 - GERÊNCIA EXECUTIVA TEÓFILO OTONI,MG,Sudeste,LLM
511858,511858 - APS ITABIRA,MG,Sudeste,LLM
511859,511859 - APS ALÉM PARAÍBA,MG,Sudeste,LLM
511860,511860 - APS CONGONHAS,MG,Sudeste,LLM
511861,511861 - APS CORONEL FABRICIANO,MG,Sudeste,LLM
511863,511863 - APS NOVA LIMA,MG,Sudeste,LLM
511865,511865 - APS ARAGUARI,MG,Sudeste,LLM
511866,511866 - APS ITUIUTABA,MG,Sudeste,LLM
511888,511888 - APS MEDINA,MG,Sudeste,LLM
512001,512001 - COORDENAÇÃO-GERAL DE GESTAO DE PESSOAS,DF,Centro-Oeste,LLM
512006,512006 - COORDENAÇÃO-GERAL DE LICITAÇÕES E CONTRATOS,DF,Centro-Oeste,LLM
512035,512035 - GERÊNCIA EXECUTIVA PORTO VELHO,RO,Norte,LLM
512060,512060 - GERÊNCIA EXECUTIVA RIO DE JANEIRO-CENTRO,RJ,Sudeste,LLM
512074,512074 - GERÊNCIA EXECUTIVA RIO DE JANEIRO-NORTE,RJ,Sudeste,LLM
512078,512078 - APS ITABORAÍ,RJ,Sudeste,LLM
512082,512082 - GERÊNCIA EXECUTIVA CAMPOS DOS GOYTACAZES,RJ,Sudeste,LLM
512086,512086 - GERÊNCIA EXECUTIVA PETRÓPOLIS,RJ,Sudeste,LLM
512087,512087 - GERÊNCIA EXECUTIVA DUQUE DE CAXIAS,RJ,Sudeste,LLM
512088,512088 - APS CABO FRIO,RJ,Sudeste,LLM
512090,512090 - APS SÃO GONÇALO,RJ,Sudeste,LLM
512093,512093 - GERÊNCIA EXECUTIVA VOLTA REDONDA,RJ,Sudeste,LLM
512096,512096 - APS MACAÉ,RJ,Sudeste,LLM
512101,512101 - APS SÃO FIDELIS,RJ,Sudeste,LLM
512109,512109 - APS RIO BONITO,RJ,Sudeste,LLM
512111,512111 - GERÊNCIA EXECUTIVA NITERÓI,RJ,Sudeste,LLM
512156,512156 - APS SALVADOR-BROTAS,BA,Nordeste,LLM
512240,512240 - APS JUAZEIRO DO NORTE,CE,Nordeste,LLM
512247,512247 - APS NITERÓI-BAIRRO DE FÁTIMA,RJ,Sudeste,LLM
512266,512266 - APS PARNAMIRIM,RN,Nordeste,LLM
512315,512315 - APS MONTANHA,ES,Sudeste,LLM
512375,512375 - APS PRIMAVERA DO LESTE,MT,Centro-Oeste,LLM
512458,512458 - APS MUZAMBINHO,MG,Sudeste,LLM
512459,512459 - APS CAMBUÍ,MG,Sudeste,LLM
512460,512460 - APS FRUTAL,MG,Sudeste,LLM
512469,512469 - APS ÁGUAS FORMOSAS,MG,Sudeste,LLM
512470,512470 - APS PEDRA AZUL,MG,Sudeste,LLM
512540,512540 - APS BANDEIRANTES,SP,Sudeste,LLM
512541,512541 - APS IVAIPORÃ,PR,SUL,LLM
512547,512547 - APS LARANJEIRAS DO SUL,PR,Sul,LLM
512591,512591 - APS CAMPO BELO,MG,Sudeste,LLM
512593,512593 - APS BOA ESPERANÇA,PR,SUL,LLM
512594,512594 - APS ARAÇUAÍ,MG,Sudeste,LLM
530001,530001 - MI/SE/DGI/ADMINISTRACAO GERAL,DF,Centro-Oeste,LLM
530002,530002 - MI/SE/DGE/ORCAMENTO E FINANCAS,DF,Centro-Oeste,LLM
530012,530012 - SECRETARIA NACIONAL DE DEFESA CIVIL - SEDEC,DF,Centro-Oeste,LLM
530013,530013 - SECRETARIA DE INFRA-ESTRUTURA HIDRICA - SIH,DF,Centro-Oeste,LLM
530020,530020 - CAIXA ECONOMICA FEDERAL - MI,DF,Centro-Oeste,LLM
530021,530021 - PROAGUA NACIONAL/SE/MI,DF,Centro-Oeste,LLM
530022,530022 - SECRETARIA NACIONAL DE IRRIGACAO,DF,Centro-Oeste,LLM
530023,530023 - SECRETARIA DE DESENVOLVIMENTO REGIONAL,DF,Centro-Oeste,LLM
530025,530025 - INTERAGUAS - 8074-BR,DF,Centro-Oeste,LLM
533008,533008 - FUNDO DE DESENVOLVIMENTO DA AMAZONIA,DF,Centro-Oeste,LLM
533009,533009 - FUNDO DE DESENVOLVIMENTO DO NORDESTE,DF,Centro-Oeste,LLM
533013,533013 - SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA,DF,Centro-Oeste,LLM
533014,533014 - SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE,DF,Centro-Oeste,LLM
533018,533018 - SUPERINT. DO DESENVOLVIMENTO DO CENTRO-OESTE,DF,Centro-Oeste,LLM
533027,533027 - CAIXA ECONOMICA FEDERAL - SUDECO,DF,Centro-Oeste,LLM
537001,537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE,BR,NORDESTE,LLM
