UG_COD,UG_DESC,UF,REGIÃO,REGIAO,FONTE_REGIONALIZACAO
160521,2A COMPANHIA DE INFANTARIA,SP,,Sudeste,LLM
160522,28 BATALHAO LOGISITICO,DF,,Centro-Oeste,LLM
160523,CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH,MG,,Sudeste,LLM
160524,15 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160525,ESCOLA DE FORMACÃO COMPLEMENTAR DO EXERCITO,DF,,Centro-Oeste,LLM
160526,3 COMPANHIA DE ENGENHARIA DE COMB. MECANIZADO,SP,,Sudeste,LLM
160528,BASE ADMINISTRATIVA DO C COM G E EX,DF,,Centro-Oeste,LLM
160530,COMANDO DO COMANDO MILITAR DO OESTE,MS,,Centro-Oeste,LLM
160531,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,DF,,Centro-Oeste,LLM
160536,61. BATALHAO DE INFANTARIA DE SELVA,AM,,Norte,LLM
160537,COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA,PA,,Norte,LLM
160545,HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,AM,,Norte,LLM
160547,22 BATALHAO DE INFANTARIA,AM,,Norte,LLM
160548,COMANDO DE OPERACOES TERRESTRES - UG,DF,,Centro-Oeste,LLM
164204,FUNDACAO OSORIO,RS,,Sul,LLM
167001,7 BATALHAO DE ENGENHARIA DE CONSTRUCAO,MT,,Centro-Oeste,LLM
167003,20 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167004,59  BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
167005,54 BATALHAO DE INFANTARIA DE SELVA,PA,,Norte,LLM
167006,1 BATALHAO DE INFANTARIA DE SELVA (AEROMOVEL),AM,,Norte,LLM
167008,CENTRO DE EMBARCACOES DO COM.MIL.DA AMAZONIA,AM,,Norte,LLM
167009,12 INSPETORIA DE CONTAB.FINANCAS DO EXERCITO,DF,,Centro-Oeste,LLM
167010,29 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167012,CENTRO DE INSTRUCAO DE GUERRA NA SELVA,AM,,Norte,LLM
167013,COLEGIO MILITAR DE MANAUS,AM,,Norte,LLM
167014,COMANDO 12 REGIAO MILITAR,SP,,Sudeste,LLM
167015,COMANDO 2 GRUPAMENTO ENGENHARIA,RJ,,Sudeste,LLM
167016,COMANDO DO COMANDO MILITAR DA AMAZONIA,AM,,Norte,LLM
167017,COMISSAO REGIONAL DE OBRAS/12,SP,,Sudeste,LLM
167018,12. BATALHAO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167019,HOSPITAL DE GUARNICAO DE TABATINGA,AM,,Norte,LLM
167020,HOSPITAL MILITAR DE AREA DE MANAUS,AM,,Norte,LLM
167021,PARQUE REGIONAL DE MANUTENCAO/12,SP,,Sudeste,LLM
167022,21  COMPANHIA DE ENGENHARIA DE CONSTRUÇÃO,DF,,Centro-Oeste,LLM
167023,10. COMPANHIA DE ENGENHARIA DE COMBATE,DF,,Centro-Oeste,LLM
167024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS,AM,,Norte,LLM
167027,4 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
167028,35 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
167029,18 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167030,1 COMPANHIA DE INFANTARIA,DF,,Centro-Oeste,LLM
167032,17 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167033,19 BATALHAO DE CACADORES,AM,,Norte,LLM
167034,4 COMPANHIA DE GUARDA,SP,,Sudeste,LLM
167036,COMANDO 6 REGIAO MILITAR,RJ,,Sudeste,LLM
167038,6. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167039,HOSPITAL GERAL DE SALVADOR,BA,,Nordeste,LLM
167040,PARQUE REGIONAL DE MANUTENCAO/6,SP,,Sudeste,LLM
167041,40 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
167044,23 BATALHAO DE CACADORES,RS,,Sul,LLM
167046,COLEGIO MILITAR DE FORTALEZA,CE,,Nordeste,LLM
167047,COMANDO 10 REGIAO MILITAR,SP,,Sudeste,LLM
167049,10. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167050,HOSPITAL GERAL DE FORTALEZA,CE,,Nordeste,LLM
167051,PARQUE REGIONAL DE MANUTENCAO/10,SP,,Sudeste,LLM
167052,1 REGIMENTO DE CAVALARIA DE GUARDA,DF,,Centro-Oeste,LLM
167053,11 GRUPO DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
167055,16 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
167057,3 ESQUADRAO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
167058,32 GRUPO DE ARTILHARIA DE CAMPANHA,MG,,Sudeste,LLM
167059,BATALHAO DE GUARDA PRESIDENCIAL,DF,,Centro-Oeste,LLM
167060,BATALHAO DE POLICIA DO EXERCITO DE BRASILIA,DF,,Centro-Oeste,LLM
167062,CENTRO DE INTELIGENCIA DO EXERCITO,DF,,Centro-Oeste,LLM
167064,COLEGIO  MILITAR DE BRASILIA,DF,,Centro-Oeste,LLM
167065,COMANDO DA 11A. REGIAO MILITAR,SP,,Sudeste,LLM
167066,COMISSAO REGIONAL DE OBRAS/11,RR,,Norte,LLM
167067,DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO,DF,,Centro-Oeste,LLM
167068,DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT,DF,,Centro-Oeste,LLM
167069,COMANDO LOGISTICO,DF,,Centro-Oeste,LLM
167070,DEPARTAMENTO-GERAL DO PESSOAL,DF,,Centro-Oeste,LLM
167072,11. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167074,PARQUE REGIONAL DE MANUTENCAO/8,SP,,Sudeste,LLM
167076,DEPARTAMENTO DE CIENCIA E TECNOLOGIA,DF,,Centro-Oeste,LLM
167077,COLEGIO MILITAR DE CURITIBA,PR,,Sul,LLM
167078,COLEGIO MILITAR DE CAMPO GRANDE,MS,,Centro-Oeste,LLM
167079,COLEGIO MILITAR DE SANTA MARIA,RS,,Sul,LLM
167082,PREFEITURA MILITAR DE BRASILIA,DF,,Centro-Oeste,LLM
167083,ESTABELECIMENTO GEN GUSTAVO CORDEIRO FARIAS,PB,,Nordeste,LLM
167084,COLEGIO MILITAR DE RECIFE,PE,,Nordeste,LLM
167087,GABINETE DO COMANDANTE DO EXERCITO,DF,,Centro-Oeste,LLM
167088,HOSPITAL MILITAR DE AREA DE BRASILIA,DF,,Centro-Oeste,LLM
167089,SECRETARIA DE ECONOMIA E FINANCAS,DF,,Centro-Oeste,LLM
167090,SECRETARIA-GERAL DO EXERCITO,DF,,Centro-Oeste,LLM
167091,CENTRO INTEGRADO DE TELEMATICA DO EXERCITO,DF,,Centro-Oeste,LLM
167093,38  BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
167094,COMISSAO DO EXERCITO BRASILEIRO EM WASHINGTON,DF,,Centro-Oeste,LLM
167095,58 BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
167098,BASE ADMINISTRATIVA DA BDA DE OP.ESPECIAISS,DF,,Centro-Oeste,LLM
167099,7 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167100,COMANDO DA 3A BDA DE INFANTARIA   MOTORIZADA,SP,,Sudeste,LLM
167101,23 COMPANHIA DE ENGENHARIA DE COMBATE,RS,,Sul,LLM
167102,41 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
167103,50 BATALHAO DE INFANTARIA DE SELVA,PA,,Norte,LLM
167104,27 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167105,24 BATALHAO DE INFANTARIA LEVE,AM,,Norte,LLM
167106,11 BATALAHO DE ENGENHARIA DE CONSTRUCAO,DF,,Centro-Oeste,LLM
167107,11 CIRCUNSCRICAO DE SERVICO MILITAR,DF,,Centro-Oeste,LLM
167108,12 BATALHAO DE INFANTARIA,AM,,Norte,LLM
167109,4 COMPANHIA DE COMUNICACOES,SP,,Sudeste,LLM
167110,COLEGIO MILITAR DE JUIZ DE FORA,MG,,Sudeste,LLM
167111,COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA,RS,,Sul,LLM
167113,4 BATALHAO DE ENGENHARIA DE COMBATE,RS,,Sul,LLM
167114,10 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
167115,12 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167116,17 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
167117,4 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
167118,COMANDO DA 4ª REGIÃO MILITAR,RS,,Sul,LLM
167120,4. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167121,HOSPITAL GERAL DE JUIZ DE FORA,MG,,Sudeste,LLM
167122,55 BATALHAO DE INFANTARIA,AM,,Norte,LLM
167123,14 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
167125,4 ESQUADRAO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
167126,11.BATALHAO DE INFANTARIA DE MONTANHA,RS,,Sul,LLM
167127,4 GRUPO DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
167128,13 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167129,ESCOLA DE SARGENTOS DAS ARMAS,DF,,Centro-Oeste,LLM
167130,36 BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
167131,17 REGIMENTO DE CAVALARIA MECANIZADO,MT,,Centro-Oeste,LLM
167132,9 BATALHAO DE ENGENHARIA DE COMBATE,AM,,Norte,LLM
167133,10 REGIMENTO DE CAVALARIA MECANIZADO,SP,,Sudeste,LLM
167134,CENTRO DE INSTRUÇÃO DE OPERAÇÓES ESPECIAIS,RJ,,Sudeste,LLM
167136,18 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
167139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,PB,,Nordeste,LLM
167140,COMANDO DA 9A.REGIAO MILITAR,PR,,Sul,LLM
167141,COMISSAO DE OBRAS DO 3º GRUPTO DE ENGENHARIA,AM,,Norte,LLM
167142,9.BATALHAO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167143,HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,MS,,Centro-Oeste,LLM
167144,3A.COMPANHIA DE FRONTEIRA E FORTE COIMBRA,AM,,Norte,LLM
167145,17 BATALHAO DE FRONTEIRA,RS,,Sul,LLM
167146,COMANDO DA 18 BRIGADA DE INF FRONTEIRA,RS,,Sul,LLM
167147,47 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
167148,BASE DE ADMINISTRAÇÃO E APOIO/CMP,DF,,Centro-Oeste,LLM
167149,COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA,RS,,Sul,LLM
167150,4 COMPANHIA ENGENHARIA CMB MEC,DF,,Centro-Oeste,LLM
167151,9 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
167152,11 REGIMENTO DE CAVALARIA MECANIZADO,DF,,Centro-Oeste,LLM
167153,2 COMPANHIA DE FRONTEIRA,AM,,Norte,LLM
167155,2  BATALHAO DE FRONTEIRA,AM,,Norte,LLM
167156,44 BATALHAO DE INFANTARIA MOTORIZADO,PA,,Norte,LLM
167157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
167158,COMANDO 13  BDA DE INFANTARIA MOTORIZADA,RS,,Sul,LLM
167159,18 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
167160,51 BATALHAO DE INFANTARIA DE SELVA,PA,,Norte,LLM
167161,2 BATALHAO DE INFANTARIA DE SELVA,AM,,Norte,LLM
167162,28 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167163,COMANDO DA 8A REGIAO MILITAR,PR,,Sul,LLM
167165,8. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167166,HOSPITAL GERAL DE BELEM,PA,,Norte,LLM
167167,53 BATALHAO DE INFANTARIA DE SELVA,PA,,Norte,LLM
167168,HOSPITAL DA GUARNICAO DE MARABA,PA,,Norte,LLM
167169,52 BATALHAO DE INFANTARIA DE SELVA,AM,,Norte,LLM
167170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,AM,,Norte,LLM
167171,8 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
167172,16 REGIMENTO DE CAVALARIA MECANIZADO,MT,,Centro-Oeste,LLM
167173,31 BATALHAO DE INFANTARIA MOTORIZADO,MG,,Sudeste,LLM
167174,15 BATALHAO DE INFANTARIA MOTORIZADO,PA,,Norte,LLM
167175,23 CIRCUNSCRICAO DE SERVICO MILITAR,RS,,Sul,LLM
167177,71 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
167178,14 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
167180,4 BATALHAO DE POLICIA DO EXERCITO,SP,,Sudeste,LLM
167181,7 GRUPO DE ARTILHARIA DE CAMPANHA,MG,,Sudeste,LLM
167183,72 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
167184,10 ESQUADRAO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
167185,14 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
167187,21 CIRCUNSCRICAO DE SERVICO MILITAR,PB,,Nordeste,LLM
167188,4 BATALHAO DE COMUNICACOES DO EXERCITO,DF,,Centro-Oeste,LLM
167189,7  INSPETORIA DE CONTABILIDADE E FINANCAS,DF,,Centro-Oeste,LLM
167193,COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA,BA,,Nordeste,LLM
167194,COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO,MG,,Sudeste,LLM
167198,7.DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167199,HOSPITAL MILITAR DE AREA DE RECIFE,PE,,Nordeste,LLM
167200,PARQUE REGIONAL DE MANUTENCAO/7,SP,,Sudeste,LLM
167201,COMISSAO REGIONAL DE OBRAS/7,PA,,Norte,LLM
167202,3 BATALHAO DE ENGENHARIA DE CONSTRUCAO,MG,,Sudeste,LLM
167203,2 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
167204,25 BATALHAO DE CACADORES,RS,,SUL,LLM
167205,26 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167206,30 BATALHAO DE INFANTARIA MOTORIZADO,RS,,Sul,LLM
167208,33 BATALHAO DE INFANTARIA MOTORIZADO,RJ,,Sudeste,LLM
167209,COMANDO 15 BRIGADA DE INFANTARIA MOTORIZADA,ES,,Sudeste,LLM
167211,20 BATALHAO DE INFANTARIA BLINDADO,RS,,Sul,LLM
167212,27 BATALHAO LOGISTICO,SP,,Sudeste,LLM
167213,5 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
167214,5 COMPANHIA DE COMUNICACOES BLINDADA,SP,,Sudeste,LLM
167216,5 ESQUADRAO DE CAVALARIA MECANIZADA,RS,,Sul,LLM
167217,5 GRUPO DE ARTILHARIA DE CAMPANHA/AP,AP,,Norte,LLM
167219,COMANDO 5 REGIAO MILITAR/5 DIVISAO  EXERCITO,SP,,Sudeste,LLM
167220,COMISSAO REGIONAL DE OBRAS/5,PA,,Norte,LLM
167222,5. BATALHAO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167223,HOSPITAL GERAL DE CURITIBA,PR,,Sul,LLM
167224,PARQUE REGIONAL DE MANUTENCAO/5,SP,,Sudeste,LLM
167226,34 BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
167227,15ª COMPANHIA DE INFANTARIA MOTORIZADA,PA,,Norte,LLM
167228,26 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
167229,15 GRUPO DE ART.DE CAMP.AUTOPROPULSADO-15 GAC,SP,,Sudeste,LLM
167230,15 COMPANHIA DE ENGENHARIA DE COMBATE,SP,,Sudeste,LLM
167232,13 BATALHAO DE INFANTARIA BLINDADO,RS,,Sul,LLM
167234,5 REGIMENTO DE CARROS DE COMBATE,RS,,Sul,LLM
167236,56 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
167237,CENTRO DE AVALIAÇÃO DO EXERCITO,DF,,Centro-Oeste,LLM
167238,BASE DE APOIO LOGÍSTICO DO EXÉRCITO,DF,,Centro-Oeste,LLM
167239,CENTRO DE RECUPERACAO DE ITATIAIA,RJ,,Sudeste,LLM
167240,9ª BATERIA  DE ARTILHARIA ANTIAEREA,MG,,Sudeste,LLM
167241,ODONTOCLINICA CENTRAL DO EXÉRCITO,DF,,Centro-Oeste,LLM
167244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1 DE,RJ,,Sudeste,LLM
167245,POLICLINICA MILITAR DE NITEROI,RJ,,Sudeste,LLM
167246,DEPOSITO CENTRAL DE MUNICAO,DF,,Centro-Oeste,LLM
167247,32 BATALHAO DE INFANTARIA MOTORIZADO,MG,,Sudeste,LLM
167249,ACADEMIA MILITAR DAS AGULHAS NEGRAS,RJ,,Sudeste,LLM
167250,1 BATALHAO DE COMUNICACOES DIVISIONARIO,DF,,Centro-Oeste,LLM
167252,BATALHAO ESCOLA DE ENGENHARIA,RJ,,Sudeste,LLM
167253,1 BATALHAO DE GUARDA,DF,,Centro-Oeste,LLM
167259,1 GRUPO DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
167261,1 INSPETORIA DE CONTABILIDADE E FINANCAS,DF,,Centro-Oeste,LLM
167262,1 REGIMENTO DE CARROS DE COMBATE,DF,,Centro-Oeste,LLM
167263,11 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
167264,111 COMPANHIA DE APOIO DE MATERIAL BELICO,DF,,Centro-Oeste,LLM
167267,2 BATALHAO DE INFANTARIA MOTORIZADO (ES),ES,,Sudeste,LLM
167268,2 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167270,2º REGIMENTO DE CAVALARIA DE GUARDAS,DF,,Centro-Oeste,LLM
167272,21 GRUPO DE ARTILHARIA CAMPANHA,MG,,Sudeste,LLM
167274,25 BATALHAO LOGISTICO (ES),ES,,Sudeste,LLM
167277,31 GRUPO DE ARTILHARIA DE CAMPANHA (ES),ES,,Sudeste,LLM
167278,5 DIVISAO DE LEVANTAMENTO,MG,,Sudeste,LLM
167279,57 BATALHAO DE INFANTARIA MOTORIZADO (ES),ES,,Sudeste,LLM
167283,PREFEITURA MILITAR DA ZONA SUL,RJ,,Sudeste,LLM
167285,ARSENAL DE GUERRA DO RIO,RJ,,Sudeste,LLM
167287,BIBLIOTECA DO EXERCITO,DF,,Centro-Oeste,LLM
167288,CAMPO DE INSTRUCAO DE GERICINO,RJ,,Sudeste,LLM
167289,CENTRO DE EST.DE PES.R FORTE DUQUE DE CAXIAS,RJ,,Sudeste,LLM
167291,CENTRO TECNOLOGICO DO EXERCITO,DF,,Centro-Oeste,LLM
167293,CMDO DA 1 BRIG.DE ARTILHARIA ANTI-AEREA,MG,,Sudeste,LLM
167295,CMDO GRUPAMENTO UNID.ESCOLA/9ª BDA INF MTZ,SP,,Sudeste,LLM
167297,COMANDO DA 1   DIVISAO DE  EXERCITO,SP,,Sudeste,LLM
167298,COMANDO DA 1 REGIAO MILITAR,SP,,Sudeste,LLM
167299,COMANDO DO COMANDO MILITAR DO LESTE,SP,,Sudeste,LLM
167301,COMISSAO REGIONAL DE OBRAS/1,DF,,Centro-Oeste,LLM
167303,BASE DE ADMINISTRAÇÃO E APOIO DA 1 RM,DF,,Centro-Oeste,LLM
167304,DEPOSITO CENTRAL DE ARMAMENTO,DF,,Centro-Oeste,LLM
167311,ESCOLA DE APERFEICOAMENTO DE OFICIAIS,DF,,Centro-Oeste,LLM
167313,ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO,DF,,Centro-Oeste,LLM
167315,CENTRO DE CAP.FISIC DO EXERC.E FORT.SAO JOAO,RJ,,Sudeste,LLM
167317,ESCOLA DE INSTRUCAO ESPECIALIZADA,DF,,Centro-Oeste,LLM
167318,ESCOLA DE SARGENTOS DE LOGISTICA,DF,,Centro-Oeste,LLM
167319,ESCOLA DE SAUDE DO EXERCITO,DF,,Centro-Oeste,LLM
167321,ESTABELECIMENTO CENTRAL DE TRANSPORTE,DF,,Centro-Oeste,LLM
167322,HOSPITAL CENTRAL DO EXERCITO,DF,,Centro-Oeste,LLM
167324,INSTITUTO DE BIOLOGIA DO EXERCITO,DF,,Centro-Oeste,LLM
167327,INSTITUTO MILITAR DE ENGENHARIA,RJ,,Sudeste,LLM
167328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,DF,,Centro-Oeste,LLM
167329,PARQUE REGIONAL DE MANUTENÇAO 1A REG. MILITAR,SP,,Sudeste,LLM
167332,POLICLINICA MILITAR DA PRAIA VERMELHA,RJ,,Sudeste,LLM
167338,1 ESQUADRAO DE CAVALARIA LEVE,DF,,Centro-Oeste,LLM
167339,1 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
167340,16 BATALHAO DE INFANTARIA MOTORIZADO,PA,,Norte,LLM
167341,17 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
167342,24 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
167343,7 BATALHAO DE ENGENHARIA DE COMBATE,RS,,Sul,LLM
167344,COMANDO 7 BRIGADA DE INFANTARIA MOTORIZADA,RS,,Sul,LLM
167345,HOSPITAL DE GUARNICAO DE NATAL,RN,,Nordeste,LLM
167347,31 CIRCUNSCRICAO DE SERVICO MILITAR,MG,,Sudeste,LLM
167349,COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA,PA,,Norte,LLM
167350,17A BASE LOGISTICA,DF,,Centro-Oeste,LLM
167351,HOSPITAL DE GUARNICAO DE PORTO VELHO,RO,,Norte,LLM
167352,COMANDO DE FRONT.-RR E 7.BAT.DE INF.DE SELVA,RR,,Norte,LLM
167354,10 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
167355,10 CIRCUNSCRICAO DE SERVICO MILITAR,DF,,Centro-Oeste,LLM
167356,12º BATALHAO DE ENGENHARIA DE COMB.BLINDADO,MT,,Centro-Oeste,LLM
167357,12 COMPANHIA DE COMUNICACOES  MECANIZADA,SP,,Sudeste,LLM
167358,6 REGIMENTO DE CAVALARIA BLINDADO,RS,,Sul,LLM
167359,HOSPITAL DA GUARNICAO DE ALEGRETE,RS,,Sul,LLM
167360,6 BATALHAO DE COMUNICACAO DIVISIONARIO,DF,,Centro-Oeste,LLM
167361,25 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
167362,3 BATALHAO LOGISTICO,SP,,Sudeste,LLM
167363,3 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
167364,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA,RS,,Sul,LLM
167365,HOSPITAL DE GUARNICAO DE BAGE,RS,,Sul,LLM
167366,13 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
167367,3 BATALHAO DE ENGENHARIA DE COMBATE,RS,,Sul,LLM
167368,3 BATALHAO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
167369,3 GRUPO DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
167371,29 GRUPO DE ARTILHARIA DE C.AUTO PROPULSADO,SP,,Sudeste,LLM
167372,COMANDO DE ARTILHARIA DIVISIONARIA/3,DF,,Centro-Oeste,LLM
167374,ARSENAL DE GUERRA GENERAL CAMARA,RJ,,Sudeste,LLM
167375,27 GRUPO DE ARTILHARIA DE CAMPANHA,RN,,Nordeste,LLM
167376,1 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
167377,8 ESQUADRAO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
167378,16. ESQUADRAO DE CAVALARIA MECANIZADA,DF,,Centro-Oeste,LLM
167379,9 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
167380,COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA,RS,,Sul,LLM
167382,1 DIVISAO DE LEVANTAMENTO,MG,,Sudeste,LLM
167383,12 REGIMENTO DE CAVALARIA MECANIZADO,SP,,Sudeste,LLM
167384,18 BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
167385,3 BATALHAO DE COMUNICACOES DO EXERCITO,DF,,Centro-Oeste,LLM
167386,3 BATALHAO DE POLICIA DO EXERCITO,SP,,Sudeste,LLM
167388,3 REGIMENTO DE CAVALARIA DE GUARDA,DF,,Centro-Oeste,LLM
167389,8 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
167392,CMDO DA 3 REGIAO MILITAR,SP,,Sudeste,LLM
167393,COLEGIO MILITAR DE PORTO ALEGRE,RS,,Sul,LLM
167395,COMANDO DO COMANDO MILITAR DO SUL,RS,,Sul,LLM
167396,COMISSAO REGIONAL DE OBRAS/3,DF,,Centro-Oeste,LLM
167400,POLICLINICA MILITAR DE PORTO ALEGRE,RS,,Sul,LLM
167401,5 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
167402,6 BATALHAO DE ENGENHARIA DE COMBATE,AM,,Norte,LLM
167403,6 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
167404,4 REGIMENTO DE CARRROS DE COMBATE,DF,,Centro-Oeste,LLM
167406,13 COMPANHIA DEPOSITO ARMAMENTO E MUNICAO,RJ,,Sudeste,LLM
167409,3 GRUPO DE ARTILHARIA DE CAMPANHA/AP,AP,,Norte,LLM
167410,4 BATALHAO LOGISTICO,SP,,Sudeste,LLM
167411,7 BATALHAO DE INFANTARIA BLINDADO,MT,,Centro-Oeste,LLM
167413,CMDO 3 DIVISAO DE EXERCITO,SP,,Sudeste,LLM
167414,COMANDO 6 BRIGADA DE INFANTARIA BLINDADA,RS,,Sul,LLM
167415,DEPOSITO DE SUBSISTENCIA SANTA MARIA,RS,,Sul,LLM
167416,HOSPITAL DE GUARNICAO DE SANTA MARIA,RS,,Sul,LLM
167417,PARQUE REGIONAL DE MANUTENCAO/3,SP,,Sudeste,LLM
167418,19 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
167420,19 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
167421,9 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
167422,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA,RS,,Sul,LLM
167423,HOSPITAL DE GUARNICAO DE SANTIAGO,RS,,Sul,LLM
167428,2 REGIMENTO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
167429,13 COMPANHIA DE COMUNICACOES MECANIZADA,SP,,Sudeste,LLM
167430,9 REGIMENTO DE CAVALARIA BLINDADO,MS,,Centro-Oeste,LLM
167431,4 REGIMENTO DE CAVALARIA BLINDADO,MS,,Centro-Oeste,LLM
167432,16 GRUPO DE ARTILHARIA DE CAMP.AUTOPROPULSADO,RJ,,Sudeste,LLM
167433,19 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
167434,2 BATERIA DE ARTILHARIA ANTIAEREA,RJ,,Sudeste,LLM
